iter	Logloss
194	0.2553164688
195	0.2552821375
196	0.2552289289
197	0.2551709479
198	0.2550837949
199	0.2550157779
200	0.2549195632
201	0.2548402706
202	0.2547952227
203	0.2547433229
204	0.2546761159
205	0.2546186208
206	0.2545473943
207	0.2545008347
208	0.2544434201
209	0.2543834795
210	0.2543422441
211	0.2543168003
212	0.2541604886
213	0.254110119
214	0.2540718872
215	0.2539842063
216	0.2539375674
217	0.2539117855
218	0.2538713436
219	0.2538283551
220	0.2537843594
221	0.2537478202
222	0.2536784459
223	0.2536253051
224	0.2535851708
225	0.2535411868
226	0.2534619777
227	0.2533865036
228	0.2533435667
229	0.2533075657
230	0.2532179019
231	0.2531701919
232	0.2531309906
233	0.2530905357
234	0.2530576815
235	0.2530181052
236	0.2529651699
237	0.2528677459
238	0.2528393395
239	0.2527983322
240	0.2527553745
241	0.2525995465
242	0.2525517895
243	0.2524882181
244	0.2524435339
245	0.2523551764
246	0.2522973922
247	0.2522059681
248	0.2521514339
249	0.25210144
250	0.2520689929
251	0.2520183139
252	0.2519702817
253	0.2519210879
254	0.251882962
255	0.2518269751
256	0.2517704649
257	0.251728625
258	0.251688628
259	0.2515832512
260	0.2515369972
261	0.2515004503
262	0.2514499014
263	0.2514047201
264	0.251314682
265	0.251249175
266	0.2511966911
267	0.2511557728
268	0.2510879059
269	0.2509944266
270	0.2509269179
271	0.2508693424
272	0.2508207707
273	0.2507742591
274	0.2507093934
275	0.2506291119
276	0.2505880825
277	0.2505197053
278	0.2504760259
279	0.2504399041
280	0.2503619715
281	0.250331072
282	0.2502750142
283	0.2502228042
284	0.2501838506
285	0.2501491383
286	0.2501150949
287	0.2500756091
288	0.2500416686
289	0.2499317711
290	0.2498905261
291	0.2498280436
292	0.2497714729
293	0.2497191209
294	0.2496743356
295	0.2496273627
296	0.2495707019
297	0.249515881
298	0.2494702058
299	0.2494145364
300	0.2493639427
301	0.2493259646
302	0.2492911027
303	0.2492389281
304	0.249204424
305	0.2491612701
306	0.2491067997
307	0.2489282251
308	0.2489030127
309	0.2488720124
310	0.248832005
311	0.2487843484
312	0.2487267902
313	0.2486964116
314	0.2486679414
315	0.2485616446
316	0.2485276152
317	0.2484872952
318	0.2484498649
319	0.2484153618
320	0.2483807719
321	0.2483323985
322	0.2482960817
323	0.2482518249
324	0.2482079851
325	0.2481627833
326	0.2481231847
327	0.248085277
328	0.2480522033
329	0.2480165397
330	0.2479740817
331	0.2479469314
332	0.2479123968
333	0.2478723285
334	0.2477858049
335	0.2477186392
336	0.2476957893
337	0.2476633196
338	0.2476370085
339	0.2475789068
340	0.2475539956
341	0.2475223784
342	0.2474957742
343	0.2474629395
344	0.2474357411
345	0.2473942349
346	0.2473699867
347	0.2473179185
348	0.2472872631
349	0.2472292955
350	0.2471942949
351	0.2471697924
352	0.2471373367
353	0.2471146536
354	0.247080548
355	0.2470555264
356	0.2469941677
357	0.2469637558
358	0.2469323607
359	0.2469047017
360	0.2468802759
361	0.2468147657
362	0.2467849218
363	0.2467476089
364	0.2467213085
365	0.2466878258
366	0.2466506647
367	0.2466280786
368	0.2466075118
369	0.2465687371
370	0.2465212164
371	0.2464819082
372	0.2464315836
373	0.2463929164
374	0.2463712823
375	0.2463290985
376	0.2462921618
377	0.246243572
378	0.2462102493
379	0.2461859333
380	0.2461307962
381	0.2460849801
382	0.2460562364
383	0.2460316265
384	0.2459899149
385	0.2459464032
386	0.2459185969
387	0.2458785125
388	0.2458365176
389	0.2457941459
390	0.2456727438
391	0.2456335924
392	0.2456087153
393	0.2455662969
394	0.245519185
395	0.2454831525
396	0.2454616617
397	0.2453553926
398	0.2453204849
399	0.245287646
400	0.2452547665
401	0.2452130846
402	0.245176554
403	0.2451387642
404	0.2451016349
405	0.2450719095
406	0.2450424148
407	0.2450246398
408	0.2449870774
409	0.2449457613
410	0.2449147387
411	0.2448926021
412	0.244860219
413	0.2448350157
414	0.2448016566
415	0.2447689672
416	0.2447201109
417	0.2446986372
418	0.2446566603
419	0.2446298449
420	0.2445858079
421	0.2445084748
422	0.2444700614
423	0.2444310859
424	0.2444005916
425	0.2443839801
426	0.2443377764
427	0.2443131582
428	0.2442878077
429	0.2442537195
430	0.2442164856
431	0.2441976203
432	0.2441599908
433	0.2441201584
434	0.2440780396
435	0.2440428046
436	0.2440193348
437	0.2439816872
438	0.2439454939
439	0.243920768
440	0.243884402
441	0.2438564744
442	0.2438278389
443	0.2437933286
444	0.2437577863
445	0.2437120469
446	0.2436789905
447	0.2436524429
448	0.2436318711
449	0.243605167
450	0.2435478306
451	0.2435178635
452	0.2434830442
453	0.2434323605
454	0.2434008978
455	0.2433614736
456	0.243326227
457	0.2432935515
458	0.2432652988
459	0.2432197928
460	0.2431189053
461	0.2430963418
462	0.2430505236
463	0.2430200857
464	0.2429735476
465	0.2429523952
466	0.2429004335
467	0.2428747167
468	0.2428421741
469	0.2428042308
470	0.2427649553
471	0.2426834722
472	0.2426409032
473	0.24261256
474	0.2425917615
475	0.2425587468
476	0.2425274472
477	0.2425001301
478	0.2424600471
479	0.2424249431
480	0.2423965937
481	0.242363203
482	0.2423286184
483	0.2423015591
484	0.2422696638
485	0.24223729
486	0.2422179753
487	0.2421932067
488	0.2421634677
489	0.2421416798
490	0.2421046778
491	0.2420723081
492	0.2420301251
493	0.2420039525
494	0.2419705781
495	0.2419358
496	0.2418564965
497	0.2418289462
498	0.2418061063
499	0.2417756414
500	0.2417370039
501	0.241713526
502	0.2416871375
503	0.2416544093
504	0.2416235523
505	0.2416009118
506	0.2415616834
507	0.2415338337
508	0.2414694012
509	0.2414325345
510	0.2414003197
511	0.2413649891
512	0.2413391539
513	0.2413225255
514	0.2412752674
515	0.2412477943
516	0.2412271084
517	0.2411937685
518	0.2411368435
519	0.2411057049
520	0.2410789102
521	0.2410527738
522	0.241021203
523	0.2409769296
524	0.2409497413
525	0.2409271867
526	0.2408949126
527	0.2408588077
528	0.2408238898
529	0.2408047691
530	0.2407743363
531	0.2407537034
532	0.2407249037
533	0.2407056078
534	0.2406753446
535	0.2406294651
536	0.2405997268
537	0.2405750664
538	0.2405301018
539	0.2405054771
540	0.240477847
541	0.2404503314
542	0.2404130848
543	0.2403829097
544	0.240357759
545	0.2403261289
546	0.2402957787
547	0.2402653439
548	0.2402422212
549	0.2402158703
550	0.2401884157
551	0.2401500207
552	0.2401227232
553	0.2400757474
554	0.2400469132
555	0.2400224677
556	0.2399880448
557	0.2399530252
558	0.2399131624
559	0.2398714762
560	0.2398375222
561	0.2398008089
562	0.2397713028
563	0.2397378937
564	0.2397048619
565	0.2396861013
566	0.2396607579
567	0.2396339079
568	0.2396090314
569	0.2395684372
570	0.2395334122
571	0.2394898304
572	0.2394553459
573	0.239424059
574	0.2394040573
575	0.2393804379
576	0.2393529722
577	0.2393189767
578	0.2392837551
579	0.2392619447
580	0.2392261927
581	0.2391968786
582	0.2391682901
583	0.2391427829
584	0.23910865
585	0.2390784027
586	0.239034019
587	0.23900506
588	0.2389887917
589	0.2389621644
590	0.2389192314
591	0.2388845268
592	0.2388495177
593	0.2388107974
594	0.2387873427
595	0.2387631408
596	0.2387444198
597	0.2387125018
598	0.2386757471
599	0.238648168
600	0.2386309197
601	0.2385978828
602	0.2385805057
603	0.238553094
604	0.2385370726
605	0.2385118753
606	0.238497063
607	0.2384767955
608	0.2384362913
609	0.2384203823
610	0.238382409
611	0.2383610326
612	0.2383361602
613	0.2383158416
614	0.2382923896
615	0.2382719845
616	0.2382521507
617	0.2382053515
618	0.2381687659
619	0.2381203684
620	0.2380955926
621	0.2380591257
622	0.23801611
623	0.2379932997
624	0.2379545703
625	0.2379248253
626	0.237893751
627	0.2378585426
628	0.2378272868
629	0.237801629
630	0.2377691329
631	0.2377398064
632	0.2376921158
633	0.2376618014
634	0.2376362205
635	0.2376086841
636	0.2375787553
637	0.2375320061
638	0.2375081704
639	0.2374746095
640	0.237451861
641	0.2374174685
642	0.2373864162
643	0.2373625941
644	0.2373364744
645	0.2373063282
646	0.2372696971
647	0.2372505158
648	0.2372271385
649	0.2372063005
650	0.2371718895
651	0.2371303254
652	0.2371091154
653	0.2370897454
654	0.237061297
655	0.2370390037
656	0.2370086335
657	0.2369772957
658	0.2369540874
659	0.2369132062
660	0.2368908864
661	0.2368574226
662	0.2368330143
663	0.2368097525
664	0.2367870314
665	0.2367615982
666	0.2367408022
667	0.2367197775
668	0.2366883254
669	0.2366582095
670	0.2366437659
671	0.2366068269
672	0.2365790246
673	0.2365489787
674	0.2365057706
675	0.2364713969
676	0.2364362014
677	0.2364112907
678	0.2363872806
679	0.2363543326
680	0.2363155411
681	0.2362840708
682	0.2362304632
683	0.2362108236
684	0.2361804028
685	0.2361624151
686	0.2361340853
687	0.2360947072
688	0.2360655787
689	0.2360486027
690	0.2360252408
691	0.2360052762
692	0.2359622379
693	0.2359338594
694	0.2359039122
695	0.235871014
696	0.2358494413
697	0.2358212631
698	0.2358069768
699	0.2357763091
700	0.2357520337
701	0.2357018673
702	0.2356820116
703	0.2356530733
704	0.235630679
705	0.235608833
706	0.2355873765
707	0.2355754471
708	0.2355366155
709	0.2355069121
710	0.2354777764
711	0.2354457393
712	0.2354063841
713	0.2353705545
714	0.2353453917
715	0.2353239046
716	0.2352982981
717	0.2352698498
718	0.2352247288
719	0.2352005435
720	0.2351645162
721	0.2351481316
722	0.2351107759
723	0.2350846236
724	0.2350508042
725	0.2350226456
726	0.2349928034
727	0.2349704989
728	0.2349456464
729	0.2349235249
730	0.2348976212
731	0.2348698252
732	0.2348567243
733	0.2348359905
734	0.2348004794
735	0.2347718467
736	0.2347504431
737	0.23470048
738	0.2346705242
739	0.2346404387
740	0.2346138309
741	0.2345851712
742	0.2345697581
743	0.2345469574
744	0.2344921636
745	0.2344642845
746	0.2344493333
747	0.2344226074
748	0.2343969247
749	0.2343625473
750	0.2343144476
751	0.2342849637
752	0.2342595668
753	0.2342388717
754	0.234221272
755	0.2342035723
756	0.2341782669
757	0.2341616217
758	0.2341195245
759	0.2340943681
760	0.2340479415
761	0.2340153327
762	0.2339916425
763	0.2339717488
764	0.2339484964
765	0.2339308332
766	0.2338969268
767	0.233869183
768	0.2338418924
769	0.2338166305
770	0.2337976192
771	0.2337761283
772	0.2337467475
773	0.233722203
774	0.2336985389
775	0.2336671366
776	0.2336466201
777	0.2336204383
778	0.2335959228
779	0.2335715275
780	0.2335518653
781	0.2335388163
782	0.2335218544
783	0.2334884195
784	0.2334703316
785	0.2334384917
786	0.2334174071
787	0.2333910983
788	0.2333666177
789	0.2333425324
790	0.23331898
791	0.2332820497
792	0.2332600151
793	0.2332301355
794	0.2331954568
795	0.2331648657
796	0.2331413727
797	0.2331131576
798	0.23308756
799	0.2330675863
800	0.2330434776
801	0.2330120561
802	0.2329880436
803	0.232954817
804	0.2329349983
805	0.2329153671
806	0.2328880836
807	0.2328667157
808	0.2328294602
809	0.2327760675
810	0.2327456017
811	0.2327264008
812	0.2327036546
813	0.2326825434
814	0.2326593087
815	0.2326351414
816	0.232612972
817	0.2325979228
818	0.2325710699
819	0.2325404057
820	0.2325235111
821	0.2324817244
822	0.2324561237
823	0.2324276141
824	0.2323995087
825	0.232371942
826	0.2323455263
827	0.2323183234
828	0.2322847585
829	0.2322568231
830	0.232235254
831	0.2321983889
832	0.2321715233
833	0.2321281482
834	0.2321089497
835	0.2320712637
836	0.2320372999
837	0.2320027064
838	0.2319861439
839	0.2319493193
840	0.2319140219
841	0.2318986823
842	0.2318852771
843	0.2318721032
844	0.2318405752
845	0.2318180847
846	0.2317970086
847	0.2317797938
848	0.2317655293
849	0.2317366972
850	0.2317166797
851	0.2316953589
852	0.2316822017
853	0.2316542411
854	0.2316325449
855	0.2316173825
856	0.231590961
857	0.2315657453
858	0.231531812
859	0.2315061377
860	0.2314746708
861	0.2314402347
862	0.2314229555
863	0.231392239
864	0.2313769221
865	0.2313526738
866	0.2313227735
867	0.2312987974
868	0.2312682838
869	0.2312420826
870	0.2312205929
871	0.2311989293
872	0.2311660756
873	0.2311447356
874	0.2311287453
875	0.2310953541
876	0.2310667886
877	0.2310531834
878	0.2310301423
879	0.2310093728
880	0.2309897442
881	0.2309556713
882	0.2309335883
883	0.2309236641
884	0.2309039444
885	0.230884163
886	0.2308528334
887	0.2308405874
888	0.2308136693
889	0.2307872154
890	0.2307752643
891	0.2307434589
892	0.2307119096
893	0.2306814442
894	0.2306584162
895	0.2306351391
896	0.2306136983
897	0.2305836437
898	0.2305546065
899	0.2305235034
900	0.2305139966
901	0.2304857115
902	0.2304609109
903	0.2304507277
904	0.230421912
905	0.2304026355
906	0.2303715957
907	0.2303579988
908	0.2303334506
909	0.2303210853
910	0.230303621
911	0.2302785404
912	0.2302499153
913	0.2302390105
914	0.2302299722
915	0.230211666
916	0.2301969901
917	0.2301702272
918	0.2301518004
919	0.230132063
920	0.2301080316
921	0.2300900774
922	0.2300754342
923	0.2300508798
924	0.2300355355
925	0.2300201434
926	0.2299933448
927	0.2299671379
928	0.2299513967
929	0.2299327226
930	0.2299182465
931	0.2299020445
932	0.2298858558
933	0.2298589293
934	0.229835396
935	0.2298168859
936	0.2297978551
937	0.229759673
938	0.2297411631
939	0.2297237959
940	0.2297113768
941	0.2297030978
942	0.2296622178
943	0.2296379927
944	0.229622721
945	0.2295907663
946	0.2295732173
947	0.2295440675
948	0.2295244287
949	0.2294943332
950	0.2294640781
951	0.2294392741
952	0.2294261468
953	0.2294101629
954	0.2293947218
955	0.2293788176
956	0.2293554271
957	0.2293321885
958	0.2292985713
959	0.2292831486
960	0.229260688
961	0.2292363136
962	0.2292262822
963	0.2292040984
964	0.2291748736
965	0.229147188
966	0.229121296
967	0.2291014698
968	0.2290873719
969	0.229058482
970	0.2290333797
971	0.2290049841
972	0.2289835611
973	0.2289622909
974	0.2289368871
975	0.2289109316
976	0.2288751874
977	0.228853863
978	0.2288280663
979	0.2287990441
980	0.2287843345
981	0.2287654975
982	0.2287488622
983	0.228727694
984	0.2287017902
985	0.2286785916
986	0.2286624693
987	0.2286501581
988	0.2286367425
989	0.2286196254
990	0.2285922926
991	0.22857425
992	0.2285638187
993	0.2285451199
994	0.228506763
995	0.228486266
996	0.2284704592
997	0.2284593671
998	0.2284337257
999	0.228415268
